latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2022-01-05T10:00,3.8,70,0.00,24.6,252
2022-01-05T11:00,4.2,69,0.00,25.6,250
2022-01-05T12:00,4.5,66,0.00,25.7,250
2022-01-05T13:00,4.6,65,0.00,27.3,247
2022-01-05T14:00,4.4,68,0.00,25.8,240
2022-01-05T15:00,3.6,79,0.00,24.9,236
2022-01-05T16:00,2.8,94,0.10,22.1,233
2022-01-05T17:00,2.9,94,0.00,22.9,246
2022-01-05T18:00,4.7,74,0.00,27.7,268
2022-01-05T19:00,5.4,70,0.00,27.4,268
2022-01-05T20:00,5.5,70,0.00,25.9,279
2022-01-05T21:00,5.3,72,0.10,24.4,284
2022-01-05T22:00,4.6,76,0.10,22.7,290
2022-01-05T23:00,4.0,81,0.10,21.4,297
2022-01-06T00:00,3.9,77,0.00,21.4,297
2022-01-06T01:00,2.6,78,0.00,20.8,300
2022-01-06T02:00,1.9,80,0.00,21.1,300
2022-01-06T03:00,1.6,77,0.00,22.2,302
2022-01-06T04:00,1.7,72,0.00,21.9,311
2022-01-06T05:00,0.8,69,0.00,19.4,313
2022-01-06T06:00,0.3,72,0.00,15.3,300
2022-01-06T07:00,-0.1,79,0.00,16.8,285
2022-01-06T08:00,0.1,83,0.00,18.4,287
2022-01-06T09:00,0.8,79,0.00,18.4,296
2022-01-06T10:00,1.6,74,0.00,18.2,300
2022-01-06T11:00,2.4,68,0.00,18.2,308
2022-01-06T12:00,2.8,62,0.00,16.5,306
2022-01-06T13:00,3.0,64,0.00,14.2,297
2022-01-06T14:00,2.7,68,0.00,11.7,279
2022-01-06T15:00,1.8,72,0.00,9.7,266
2022-01-06T16:00,1.3,73,0.00,8.5,258
2022-01-06T17:00,0.9,74,0.00,7.3,250
2022-01-06T18:00,0.6,73,0.00,7.5,235
2022-01-06T19:00,0.5,74,0.00,7.7,221
2022-01-06T20:00,0.5,77,0.00,8.0,216
2022-01-06T21:00,0.3,83,0.00,8.4,223
2022-01-06T22:00,0.2,86,0.00,8.7,218
2022-01-06T23:00,0.2,87,0.00,9.9,213
2022-01-07T00:00,0.1,88,0.00,10.8,210
2022-01-07T01:00,0.1,85,0.00,10.5,211
2022-01-07T02:00,0.3,82,0.00,11.0,199
2022-01-07T03:00,0.4,79,0.00,13.3,199
2022-01-07T04:00,0.7,76,0.00,15.2,202
2022-01-07T05:00,0.9,74,0.00,15.8,201
2022-01-07T06:00,1.1,72,0.00,16.6,198
2022-01-07T07:00,1.2,73,0.00,17.7,197
2022-01-07T08:00,1.4,74,0.00,18.4,197
2022-01-07T09:00,1.9,74,0.00,19.4,202
2022-01-07T10:00,2.7,72,0.00,20.1,204
2022-01-07T11:00,3.3,68,0.00,20.3,210
2022-01-07T12:00,3.3,70,0.00,20.4,216
2022-01-07T13:00,2.1,88,0.10,19.5,218
2022-01-07T14:00,1.7,95,0.20,17.8,212
2022-01-07T15:00,1.6,95,0.10,17.3,211
2022-01-07T16:00,1.6,96,0.20,15.6,214
2022-01-07T17:00,1.8,96,0.10,15.4,217
2022-01-07T18:00,2.1,92,0.00,14.2,216
2022-01-07T19:00,2.4,85,0.00,13.4,207
2022-01-07T20:00,2.3,84,0.00,13.7,203
2022-01-07T21:00,1.9,86,0.00,13.7,198
2022-01-07T22:00,2.2,85,0.00,14.0,198
2022-01-07T23:00,2.3,83,0.00,14.4,202
2022-01-08T00:00,1.6,91,0.00,15.3,207
2022-01-08T01:00,1.1,97,1.20,14.7,205
2022-01-08T02:00,1.9,94,0.00,15.1,218
2022-01-08T03:00,2.4,85,0.00,13.7,235
2022-01-08T04:00,2.6,79,0.00,13.5,236
2022-01-08T05:00,2.8,71,0.00,12.5,237
2022-01-08T06:00,2.6,70,0.00,11.9,235
2022-01-08T07:00,2.1,78,0.00,12.3,232
2022-01-08T08:00,1.4,85,0.00,10.6,235
2022-01-08T09:00,1.6,83,0.00,12.3,230
2022-01-08T10:00,2.2,79,0.00,12.9,240
2022-01-08T11:00,2.9,76,0.00,13.9,233
2022-01-08T12:00,3.2,75,0.00,14.7,242
2022-01-08T13:00,3.3,75,0.00,13.1,238
2022-01-08T14:00,3.0,78,0.00,12.5,221
2022-01-08T15:00,2.3,82,0.00,13.3,221
2022-01-08T16:00,1.9,84,0.00,13.9,217
2022-01-08T17:00,1.5,83,0.00,13.2,197
2022-01-08T18:00,1.3,82,0.00,14.1,195
2022-01-08T19:00,1.1,81,0.00,15.7,196
2022-01-08T20:00,0.7,80,0.00,15.3,188
2022-01-08T21:00,0.5,78,0.00,16.4,171
2022-01-08T22:00,0.3,77,0.00,17.9,165
2022-01-08T23:00,0.0,77,0.00,18.4,163
2022-01-09T00:00,0.1,74,0.00,18.4,157
2022-01-09T01:00,0.1,71,0.00,19.2,154
2022-01-09T02:00,0.2,72,0.00,19.5,146
2022-01-09T03:00,0.2,72,0.00,20.2,141
2022-01-09T04:00,0.1,73,0.00,20.5,141
2022-01-09T05:00,0.2,73,0.00,21.0,141
2022-01-09T06:00,0.4,71,0.00,19.4,149
2022-01-09T07:00,0.5,70,0.00,18.5,147
2022-01-09T08:00,0.7,69,0.00,17.3,144
2022-01-09T09:00,1.2,68,0.00,15.7,148
2022-01-09T10:00,1.8,71,0.00,15.8,150
2022-01-09T11:00,2.1,76,0.00,15.6,151
2022-01-09T12:00,2.7,77,0.00,13.6,158
2022-01-09T13:00,2.6,83,0.00,12.2,152
2022-01-09T14:00,2.2,93,0.00,11.3,149
2022-01-09T15:00,2.3,92,0.10,10.8,150
2022-01-09T16:00,2.5,92,0.00,9.0,157
2022-01-09T17:00,2.7,94,0.00,7.2,180
2022-01-09T18:00,2.7,94,0.10,9.5,233
2022-01-09T19:00,2.2,97,0.20,9.0,247
2022-01-09T20:00,2.2,98,0.40,5.4,233
2022-01-09T21:00,2.4,98,0.80,3.5,204
2022-01-09T22:00,2.7,98,0.60,3.4,212
2022-01-09T23:00,3.3,97,0.10,6.2,277
2022-01-10T00:00,3.7,95,0.10,8.1,283
2022-01-10T01:00,3.8,93,0.10,8.4,295
2022-01-10T02:00,3.6,94,0.00,6.2,306
2022-01-10T03:00,3.5,94,0.00,5.4,318
2022-01-10T04:00,3.4,94,0.00,5.0,339
2022-01-10T05:00,3.3,95,0.00,5.4,352
2022-01-10T06:00,3.3,94,0.00,5.1,315
2022-01-10T07:00,3.3,94,0.00,5.1,321
2022-01-10T08:00,3.4,93,0.00,5.7,325
2022-01-10T09:00,3.7,92,0.00,5.5,328
2022-01-10T10:00,4.0,91,0.00,5.1,356
2022-01-10T11:00,4.1,91,0.00,4.9,36
2022-01-10T12:00,4.3,88,0.00,4.4,35
2022-01-10T13:00,4.3,87,0.00,5.1,45
2022-01-10T14:00,4.0,87,0.00,6.9,62
2022-01-10T15:00,3.5,86,0.00,8.8,71
2022-01-10T16:00,3.2,86,0.00,9.8,84
2022-01-10T17:00,2.9,87,0.00,10.1,92
2022-01-10T18:00,2.6,86,0.00,9.7,94
2022-01-10T19:00,1.9,83,0.00,9.9,100
2022-01-10T20:00,1.2,78,0.00,9.6,103
2022-01-10T21:00,0.5,74,0.00,10.3,102
2022-01-10T22:00,0.1,73,0.00,9.8,107
2022-01-10T23:00,-0.2,74,0.00,9.4,108
2022-01-11T00:00,-0.4,76,0.00,9.7,112
2022-01-11T01:00,-0.6,80,0.00,10.8,116
2022-01-11T02:00,-0.8,82,0.00,9.4,122
2022-01-11T03:00,-0.9,83,0.00,9.2,121
2022-01-11T04:00,-1.0,82,0.00,9.7,121
2022-01-11T05:00,-1.0,82,0.00,8.7,128
2022-01-11T06:00,-1.2,80,0.00,8.9,137
2022-01-11T07:00,-1.3,78,0.00,8.9,133
2022-01-11T08:00,-1.3,76,0.00,9.4,140
2022-01-11T09:00,-0.9,72,0.00,10.7,140
2022-01-11T10:00,-0.3,67,0.00,10.3,151
2022-01-11T11:00,0.3,64,0.00,8.4,155
2022-01-11T12:00,0.4,64,0.00,9.4,157
2022-01-11T13:00,0.6,64,0.00,8.6,158
2022-01-11T14:00,0.4,65,0.00,7.0,159
2022-01-11T15:00,-0.3,69,0.00,7.3,147
2022-01-11T16:00,-0.7,71,0.00,7.1,150
2022-01-11T17:00,-0.8,72,0.00,7.6,155
2022-01-11T18:00,-1.1,74,0.00,7.3,171
2022-01-11T19:00,-1.2,74,0.00,8.0,172
2022-01-11T20:00,-1.2,74,0.00,8.3,178
2022-01-11T21:00,-1.1,73,0.00,8.3,185
2022-01-11T22:00,-1.0,72,0.00,8.4,187
2022-01-11T23:00,-0.9,71,0.00,7.4,194
2022-01-12T00:00,-0.9,72,0.00,7.9,183
2022-01-12T01:00,-1.0,72,0.00,8.0,185
2022-01-12T02:00,-1.0,72,0.00,7.5,197
2022-01-12T03:00,-0.9,73,0.00,6.8,205
2022-01-12T04:00,-0.7,73,0.00,6.8,198
2022-01-12T05:00,-0.3,74,0.00,7.1,195
2022-01-12T06:00,-0.4,79,0.00,7.8,202
2022-01-12T07:00,-0.1,83,0.00,7.0,215
2022-01-12T08:00,0.4,86,0.00,7.5,215
2022-01-12T09:00,0.8,88,0.00,8.2,221
2022-01-12T10:00,1.4,87,0.00,8.5,234
2022-01-12T11:00,1.7,87,0.00,10.3,258
2022-01-12T12:00,1.9,90,0.00,11.2,268
2022-01-12T13:00,1.7,94,0.00,9.7,266
2022-01-12T14:00,1.6,96,0.00,9.7,270
2022-01-12T15:00,1.8,96,0.00,10.8,285
2022-01-12T16:00,1.6,96,0.00,12.2,289
2022-01-12T17:00,2.4,89,0.00,13.0,294
2022-01-12T18:00,2.5,86,0.00,10.8,296
2022-01-12T19:00,1.5,92,0.00,9.2,259
2022-01-12T20:00,1.1,95,0.00,10.6,252
2022-01-12T21:00,1.2,95,0.00,13.3,257
2022-01-12T22:00,1.2,95,0.00,13.5,254
2022-01-12T23:00,1.8,93,0.00,15.2,256
2022-01-13T00:00,1.9,93,0.00,14.5,256
2022-01-13T01:00,2.3,94,0.00,15.4,254
2022-01-13T02:00,1.9,95,0.00,16.2,257
2022-01-13T03:00,1.9,95,0.00,16.9,254
2022-01-13T04:00,2.1,95,0.00,17.2,259
2022-01-13T05:00,2.1,95,0.00,18.3,255
2022-01-13T06:00,2.4,96,0.00,17.9,261
2022-01-13T07:00,2.8,96,0.00,18.2,262
2022-01-13T08:00,3.1,96,0.00,17.8,263
2022-01-13T09:00,3.6,95,0.00,19.1,266
2022-01-13T10:00,4.2,92,0.00,19.5,268
2022-01-13T11:00,5.0,88,0.00,19.8,268
2022-01-13T12:00,5.7,86,0.00,19.8,270
2022-01-13T13:00,6.1,84,0.00,20.9,269
2022-01-13T14:00,5.9,83,0.00,22.0,271
2022-01-13T15:00,5.3,86,0.00,21.3,272
2022-01-13T16:00,4.9,88,0.00,21.2,270
2022-01-13T17:00,4.6,90,0.00,21.6,270
2022-01-13T18:00,4.4,92,0.00,20.9,271
2022-01-13T19:00,4.9,87,0.00,22.1,277
2022-01-13T20:00,4.8,88,0.00,20.5,271
2022-01-13T21:00,5.1,85,0.00,20.5,272
2022-01-13T22:00,5.0,86,0.00,20.9,270
2022-01-13T23:00,5.4,83,0.00,21.1,278
2022-01-14T00:00,5.2,84,0.00,20.4,278
2022-01-14T01:00,5.3,84,0.00,20.0,284
2022-01-14T02:00,5.2,85,0.00,19.6,276
2022-01-14T03:00,5.1,86,0.00,19.8,268
2022-01-14T04:00,4.6,89,0.00,21.3,267
2022-01-14T05:00,4.8,89,0.00,21.2,270
2022-01-14T06:00,5.0,87,0.00,22.1,277
2022-01-14T07:00,5.0,86,0.00,22.7,272
2022-01-14T08:00,5.2,81,0.00,23.4,271
2022-01-14T09:00,5.5,81,0.00,23.8,273
2022-01-14T10:00,5.7,83,0.00,24.9,268
2022-01-14T11:00,5.8,84,0.00,24.9,274
2022-01-14T12:00,5.7,87,0.00,24.7,278
2022-01-14T13:00,5.7,89,0.00,24.1,279
2022-01-14T14:00,6.0,89,0.00,22.5,282
2022-01-14T15:00,6.5,88,0.10,21.1,295
2022-01-14T16:00,6.7,84,0.10,18.7,298
2022-01-14T17:00,6.4,81,0.10,17.0,306
2022-01-14T18:00,6.2,74,0.00,16.9,333
2022-01-14T19:00,4.9,80,0.00,13.7,330
2022-01-14T20:00,4.1,83,0.00,11.8,310
2022-01-14T21:00,3.4,86,0.00,11.7,304
2022-01-14T22:00,2.9,88,0.00,11.3,301
2022-01-14T23:00,2.5,90,0.00,9.7,297
2022-01-15T00:00,2.1,92,0.00,9.2,296
2022-01-15T01:00,1.8,94,0.00,9.4,293
2022-01-15T02:00,1.5,95,0.00,9.4,293
2022-01-15T03:00,1.2,95,0.00,9.0,286
2022-01-15T04:00,0.9,95,0.00,8.5,282
2022-01-15T05:00,0.6,95,0.00,8.8,279
2022-01-15T06:00,0.5,95,0.00,9.2,281
2022-01-15T07:00,0.3,95,0.00,9.3,286
2022-01-15T08:00,0.4,94,0.00,8.8,289
2022-01-15T09:00,1.2,88,0.00,8.1,291
2022-01-15T10:00,2.3,81,0.00,7.1,300
2022-01-15T11:00,3.1,75,0.00,5.9,284
2022-01-15T12:00,3.5,73,0.00,7.2,267
2022-01-15T13:00,3.6,72,0.00,7.6,267
2022-01-15T14:00,3.4,74,0.00,7.2,264
2022-01-15T15:00,2.5,80,0.00,5.9,259
2022-01-15T16:00,1.9,84,0.00,5.2,254
2022-01-15T17:00,1.5,86,0.00,5.2,254
2022-01-15T18:00,1.3,89,0.00,5.2,236
2022-01-15T19:00,1.1,90,0.00,5.6,225
2022-01-15T20:00,1.0,90,0.00,5.9,223
2022-01-15T21:00,0.8,91,0.00,5.6,207
2022-01-15T22:00,0.7,92,0.00,6.3,193
2022-01-15T23:00,0.5,92,0.00,6.9,189
2022-01-16T00:00,0.4,92,0.00,7.3,189
2022-01-16T01:00,0.4,93,0.00,7.2,186
2022-01-16T02:00,0.4,93,0.00,7.6,183
2022-01-16T03:00,0.4,92,0.00,7.9,183
2022-01-16T04:00,0.4,90,0.00,8.3,185
2022-01-16T05:00,0.4,87,0.00,8.1,193
2022-01-16T06:00,0.3,86,0.00,8.0,207
2022-01-16T07:00,0.3,85,0.00,7.6,225
2022-01-16T08:00,0.6,86,0.00,7.7,229
2022-01-16T09:00,1.3,86,0.00,8.4,230
2022-01-16T10:00,2.3,86,0.00,10.8,244
2022-01-16T11:00,3.5,83,0.00,14.9,255
2022-01-16T12:00,3.7,80,0.00,16.8,255
2022-01-16T13:00,3.8,78,0.00,20.3,263
2022-01-16T14:00,3.4,82,0.00,20.4,261
2022-01-16T15:00,3.2,85,0.00,20.0,262
2022-01-16T16:00,3.2,88,0.00,20.4,261
2022-01-16T17:00,3.3,90,0.00,20.3,263
2022-01-16T18:00,3.9,88,0.00,20.9,266
2022-01-16T19:00,4.3,86,0.00,22.9,263
2022-01-16T20:00,4.5,82,0.00,23.2,257
2022-01-16T21:00,4.7,80,0.00,26.0,266
2022-01-16T22:00,4.8,82,0.00,27.4,265
2022-01-16T23:00,5.1,86,0.00,27.7,269
2022-01-17T00:00,5.6,81,0.10,29.2,274
2022-01-17T01:00,5.8,80,0.00,28.9,275
2022-01-17T02:00,6.0,72,0.00,30.4,280
2022-01-17T03:00,5.4,75,0.00,32.2,276
2022-01-17T04:00,5.5,75,0.00,34.1,277
2022-01-17T05:00,5.4,76,0.00,34.8,277
2022-01-17T06:00,5.5,75,0.00,35.2,277
2022-01-17T07:00,5.5,80,0.00,37.0,277
2022-01-17T08:00,5.7,83,0.10,38.0,280
2022-01-17T09:00,5.9,85,0.20,38.2,284
2022-01-17T10:00,7.2,81,0.90,40.6,310
2022-01-17T11:00,6.2,77,0.30,36.9,328
2022-01-17T12:00,6.0,65,0.10,24.8,334
2022-01-17T13:00,5.7,62,0.00,22.3,321
2022-01-17T14:00,5.3,62,0.00,21.9,316
2022-01-17T15:00,4.5,63,0.00,20.7,320
2022-01-17T16:00,3.8,64,0.00,19.1,317
2022-01-17T17:00,3.2,67,0.00,17.1,314
2022-01-17T18:00,2.7,72,0.00,15.4,307
2022-01-17T19:00,2.2,77,0.00,15.2,301
2022-01-17T20:00,1.9,82,0.00,14.3,298
2022-01-17T21:00,1.6,85,0.00,14.1,289
2022-01-17T22:00,1.3,87,0.00,13.4,290
2022-01-17T23:00,1.0,88,0.00,13.8,285
2022-01-18T00:00,0.8,89,0.00,14.0,288
2022-01-18T01:00,0.6,91,0.00,12.2,289
2022-01-18T02:00,0.3,93,0.00,11.5,284
2022-01-18T03:00,0.2,94,0.00,11.4,283
2022-01-18T04:00,0.0,94,0.00,10.8,285
2022-01-18T05:00,0.0,95,0.00,10.5,286
2022-01-18T06:00,0.0,95,0.00,9.5,281
2022-01-18T07:00,0.1,95,0.00,8.8,279
2022-01-18T08:00,0.4,95,0.00,7.8,283
2022-01-18T09:00,1.6,89,0.00,7.1,285
2022-01-18T10:00,3.2,80,0.00,8.4,290
2022-01-18T11:00,4.5,72,0.00,11.0,293
2022-01-18T12:00,4.9,69,0.00,10.6,294
2022-01-18T13:00,5.0,72,0.00,9.4,277
2022-01-18T14:00,4.5,78,0.00,10.1,268
2022-01-18T15:00,3.9,87,0.00,10.1,272
2022-01-18T16:00,3.8,91,0.00,9.0,270
2022-01-18T17:00,3.3,95,0.00,8.8,258
2022-01-18T18:00,3.7,94,0.00,9.5,245
2022-01-18T19:00,3.8,94,0.00,9.2,249
2022-01-18T20:00,4.0,94,0.00,9.6,250
2022-01-18T21:00,4.1,94,0.00,10.1,253
2022-01-18T22:00,4.2,92,0.00,11.4,257
2022-01-18T23:00,4.3,91,0.00,11.0,251
2022-01-19T00:00,3.5,94,0.00,11.3,253
2022-01-19T01:00,3.1,94,0.00,12.0,254
2022-01-19T02:00,2.7,95,0.00,11.0,247
2022-01-19T03:00,2.4,95,0.00,10.5,239
2022-01-19T04:00,2.2,96,0.00,9.9,237
2022-01-19T05:00,1.9,95,0.00,9.2,222
2022-01-19T06:00,1.8,95,0.00,8.9,220
2022-01-19T07:00,1.5,95,0.00,9.0,209
2022-01-19T08:00,1.8,94,0.00,11.3,211
2022-01-19T09:00,2.7,88,0.00,11.8,211
2022-01-19T10:00,3.6,81,0.00,11.3,211
2022-01-19T11:00,4.5,75,0.00,13.1,212
2022-01-19T12:00,4.9,73,0.00,12.8,212
2022-01-19T13:00,5.0,72,0.00,15.0,204
2022-01-19T14:00,4.6,76,0.00,16.3,223
2022-01-19T15:00,3.9,79,0.00,16.6,229
2022-01-19T16:00,3.6,80,0.00,16.6,229
2022-01-19T17:00,3.4,79,0.00,18.4,230
2022-01-19T18:00,3.2,77,0.00,19.5,236
2022-01-19T19:00,3.1,77,0.00,22.6,241
2022-01-19T20:00,3.3,79,0.00,24.1,243
2022-01-19T21:00,3.3,85,0.00,25.8,247
2022-01-19T22:00,3.9,85,0.00,26.8,255
2022-01-19T23:00,3.8,92,0.00,30.6,268
2022-01-20T00:00,4.6,83,0.10,29.2,283
2022-01-20T01:00,4.4,67,0.10,26.1,298
2022-01-20T02:00,3.2,67,0.00,23.8,285
2022-01-20T03:00,2.7,74,0.00,26.6,269
2022-01-20T04:00,2.5,74,0.00,28.4,262
2022-01-20T05:00,0.6,97,2.30,25.8,297
2022-01-20T06:00,1.4,79,0.20,30.2,290
2022-01-20T07:00,0.9,66,0.10,32.8,303
2022-01-20T08:00,0.4,60,0.00,27.4,298
2022-01-20T09:00,0.8,61,0.00,27.2,294
2022-01-20T10:00,1.6,59,0.00,29.0,297
2022-01-20T11:00,2.3,60,0.00,28.5,295
2022-01-20T12:00,2.6,60,0.00,27.4,295
2022-01-20T13:00,2.5,61,0.00,25.0,293
2022-01-20T14:00,2.0,64,0.10,23.5,293
2022-01-20T15:00,1.5,63,0.40,23.8,302
2022-01-20T16:00,1.0,59,0.10,23.7,303
2022-01-20T17:00,0.3,61,0.00,24.0,306
2022-01-20T18:00,-0.4,73,0.00,21.6,316
2022-01-20T19:00,-0.0,71,0.00,20.1,313
2022-01-20T20:00,0.2,56,0.00,20.9,314
2022-01-20T21:00,-0.3,54,0.00,21.9,318
2022-01-20T22:00,-0.6,58,0.00,21.6,307
2022-01-20T23:00,-0.4,61,0.00,22.3,304
2022-01-21T00:00,-0.4,61,0.00,22.9,300
2022-01-21T01:00,-0.9,63,0.00,21.7,299
2022-01-21T02:00,-1.0,63,0.00,21.1,295
2022-01-21T03:00,-1.2,63,0.00,20.7,293
2022-01-21T04:00,-1.4,62,0.00,19.9,290
2022-01-21T05:00,-1.5,62,0.00,18.8,287
2022-01-21T06:00,-1.6,62,0.00,19.4,285
2022-01-21T07:00,-1.6,66,0.00,18.8,287
2022-01-21T08:00,-1.3,70,0.00,18.3,290
2022-01-21T09:00,-0.5,70,0.00,18.5,294
2022-01-21T10:00,0.4,68,0.00,18.7,295
2022-01-21T11:00,1.3,62,0.00,19.7,298
2022-01-21T12:00,1.9,56,0.00,20.0,300
2022-01-21T13:00,2.2,51,0.00,20.5,298
2022-01-21T14:00,1.9,49,0.00,20.3,295
2022-01-21T15:00,1.3,49,0.00,18.8,287
2022-01-21T16:00,0.5,56,0.00,18.2,279
2022-01-21T17:00,0.3,69,0.00,17.7,276
2022-01-21T18:00,0.5,83,0.00,17.7,275
2022-01-21T19:00,1.4,89,0.00,18.4,274
2022-01-21T20:00,1.7,97,0.10,19.7,278
2022-01-21T21:00,2.0,98,0.30,16.8,280
2022-01-21T22:00,2.8,97,0.50,21.1,295
2022-01-21T23:00,3.0,97,0.20,18.9,291
2022-01-22T00:00,3.4,97,0.00,18.0,307
2022-01-22T01:00,3.6,96,0.00,14.5,325
2022-01-22T02:00,3.6,93,0.10,13.8,345
2022-01-22T03:00,3.4,87,0.00,16.9,340
2022-01-22T04:00,3.2,86,0.00,15.6,341
2022-01-22T05:00,3.0,79,0.00,14.8,337
2022-01-22T06:00,3.0,74,0.00,14.8,342
